# Manufacturer-specific trouble codes.
#
# Generated by "cargo import" — do not edit by hand.
#
# J2012 reserves these ranges but not their meanings, so the same code means
# different things on different marques. Rows carry the make where the source
# named one; an empty make is a definition the source did not attribute, and is
# used only when nothing better matches.
#
# Records are sorted by code then make; internal/dtc verifies that on load.
#
# format: code,make,description
P1388,lincoln,Variable Cam Timing Overretarded Bank 2
P1388,mercury,Variable Cam Timing Overretarded Bank 2
P1388,plymouth,Auto Shutdown ASD Relay Control Circuit Open Or Shorted
P1388,pontiac,Auto Shutdown ASD Relay Control Circuit Open Or Shorted
P1388,volkswagen,Control Unit Internal Throttle Control
P1389,,Glow Plug Circuit High Side Low Input
P1389,dodge,No Auto Shutdown (ASD) Relay Output Voltage At PCM
P1389,jeep,No Auto Shutdown (ASD) Relay Output Voltage At PCM
P1389,plymouth,No Auto Shutdown ASD Relay Output Voltage At PCM
P1389,pontiac,No Auto Shutdown ASD Relay Output Voltage At PCM
P1390,,Octane Adjust Pin Out Of Self Test Range
P1390,buick,Wheel Speed Sensor 1, G-Sensor Circuit
P1390,cadillac,Wheel Speed Sensor 1, G-Sensor Circuit
P1390,chevy,Wheel Speed Sensor 1, G-Sensor Circuit
P1390,chrysler,Wheel Speed Sensor 1, G-Sensor Circuit
P1390,dodge,Timing Belt Skipped One Tooth Or More
P1390,ford,Octane Adjust Out of Self-Test Range
P1390,gm,Wheel Speed Sensor 1 G-Sensor Circuit
P1390,gmc,Wheel Speed Sensor 1 G-Sensor Circuit
P1390,jeep,Timing Belt Skipped One Tooth Or More
P1390,lincoln,Octane Adjust Out of Self-Test Range
P1390,mazda,Octane Adjust Shorting Bar Out Or Circuit Open
P1390,mercury,Octane Adjust Out of Self-Test Range
P1390,mitsubishi,Timing Belt Skipped One Tooth Or More
P1390,oldsmobile,Wheel Speed Sensor 1 G-Sensor Circuit
P1390,plymouth,Timing Belt Skipped One Tooth Or More
P1390,pontiac,Timing Belt Skipped One Tooth Or More
P1390,saturn,Wheel Speed Sensor 1 G-Sensor Circuit
P1391,,Glow Plug Circuit Low Input (Bank #1)
P1391,buick,Wheel Speed Sensor 1, G-Sensor Circuit Performance
P1391,cadillac,Wheel Speed Sensor 1, G-Sensor Circuit Performance
P1391,chevy,Wheel Speed Sensor 1, G-Sensor Circuit Performance
P1391,chrysler,Wheel Speed Sensor 1, G-Sensor Circuit Performance
P1391,dodge,Intermittent Loss of CMP Or CKP
P1391,ford,Glow Plug Circuit Low Input Bank 1
P1391,gm,Wheel Speed Sensor 1 G-Sensor Circuit Performance
P1391,gmc,Wheel Speed Sensor 1 G-Sensor Circuit Performance
P1391,jeep,Intermittent Loss of CMP Or CKP
P1391,lincoln,Glow Plug Circuit Low Input Bank 1
P1391,mercury,Glow Plug Circuit Low Input Bank 1
P1391,mitsubishi,Intermittent Loss Of CMP Or CKP Sensor Signals
P1391,oldsmobile,Wheel Speed Sensor 1 G-Sensor Circuit Performance
P1391,plymouth,Intermittent Loss of CMP Or CKP
P1391,pontiac,Intermittent Loss of CMP Or CKP
P1391,saturn,Wheel Speed Sensor 1 G-Sensor Circuit Performance
P1391,volkswagen,CMP Sensor Bank 2 Short To Ground
P1392,,Glow Plug Circuit High Input (Bank #1)
P1392,buick,Wheel Speed Sensor 1, G-Sensor Circuit Low Voltage
P1392,cadillac,Wheel Speed Sensor 1, G-Sensor Circuit Low Voltage
P1392,chevy,Wheel Speed Sensor 1, G-Sensor Circuit Low Voltage
P1392,chrysler,Wheel Speed Sensor 1, G-Sensor Circuit Low Voltage
P1392,ford,Glow Plug Circuit High Input Bank 1
P1392,gm,Wheel Speed Sensor 1 G-Sensor Circuit Low Voltage
P1392,gmc,Wheel Speed Sensor 1 G-Sensor Circuit Low Voltage
P1392,jaguar,Variable Valve Timing Solenoid A Circuit Low Input
P1392,lincoln,Glow Plug Circuit High Input Bank 1
P1392,mercury,Glow Plug Circuit High Input Bank 1
P1392,oldsmobile,Wheel Speed Sensor 1 G-Sensor Circuit Low Voltage
P1392,saturn,Wheel Speed Sensor 1 G-Sensor Circuit Low Voltage
P1392,volkswagen,CMP Sensor Bank 2 Open Circuit Short To B+
P1393,,Glow Plug Circuit Low Input (Bank #2)
P1393,buick,Wheel Speed Sensor 1, G-Sensor Circuit High Voltage
P1393,cadillac,Wheel Speed Sensor 1, G-Sensor Circuit High Voltage
P1393,chevy,Wheel Speed Sensor 1, G-Sensor Circuit High Voltage
P1393,chrysler,Wheel Speed Sensor 1, G-Sensor Circuit High Voltage
P1393,ford,Glow Plug Circuit Low Input Bank 2
P1393,gm,Wheel Speed Sensor 1 G-Sensor Circuit High Voltage
P1393,gmc,Wheel Speed Sensor 1 G-Sensor Circuit High Voltage
P1393,jaguar,Variable Valve Timing Solenoid A Circuit High Input
P1393,lincoln,Glow Plug Circuit Low Input Bank 2
P1393,mercury,Glow Plug Circuit Low Input Bank 2
P1393,oldsmobile,Wheel Speed Sensor 1 G-Sensor Circuit High Voltage
P1393,saturn,Wheel Speed Sensor 1 G-Sensor Circuit High Voltage
P1393,volkswagen,Ignition Coil Power Output Stage 1 Malfunction
P1394,,Glow Plug Circuit High Input (Bank #2)
P1394,buick,Wheel Speed Sensor 1, G-Sensor Circuit Intermittent
P1394,cadillac,Wheel Speed Sensor 1, G-Sensor Circuit Intermittent
P1394,chevy,Wheel Speed Sensor 1, G-Sensor Circuit Intermittent
P1394,chrysler,Wheel Speed Sensor 1, G-Sensor Circuit Intermittent
P1394,ford,Glow Plug Circuit High Input Bank 2
P1394,gm,Wheel Speed Sensor 1 G-Sensor Circuit Intermittent
P1394,gmc,Wheel Speed Sensor 1 G-Sensor Circuit Intermittent
P1394,lincoln,Glow Plug Circuit High Input Bank 2
P1394,mercury,Glow Plug Circuit High Input Bank 2
P1394,oldsmobile,Wheel Speed Sensor 1 G-Sensor Circuit Intermittent
P1394,saturn,Wheel Speed Sensor 1 G-Sensor Circuit Intermittent
P1394,volkswagen,Ignition Coil Power Output Stage 2 Malfunction
P1395,,Glow Plug Monitor Fault (Bank #1)
P1395,buick,Wheel Speed Sensor 2, G-Sensor Circuit
P1395,cadillac,Wheel Speed Sensor 2, G-Sensor Circuit
P1395,chevy,Wheel Speed Sensor 2, G-Sensor Circuit
P1395,chrysler,Wheel Speed Sensor 2, G-Sensor Circuit
P1395,ford,Glow Plug Monitor Fault Bank 1
P1395,gm,Wheel Speed Sensor 2 G-Sensor Circuit
P1395,gmc,Wheel Speed Sensor 2 G-Sensor Circuit
P1395,lincoln,Glow Plug Monitor Fault Bank 1
P1395,mercury,Glow Plug Monitor Fault Bank 1
P1395,oldsmobile,Wheel Speed Sensor 2 G-Sensor Circuit
P1395,saturn,Wheel Speed Sensor 2 G-Sensor Circuit
P1395,volkswagen,Ignition Coil Power Output Stage 3 Malfunction
P1396,,Glow Plug Monitor Fault (Bank #2)
P1396,bmw,Crankshaft Position Sensor Segment Timing Plausibility
P1396,buick,Wheel Speed Sensor 2, G-Sensor Circuit Performance
P1396,cadillac,Wheel Speed Sensor 2, G-Sensor Circuit Performance
P1396,chevy,Wheel Speed Sensor 2, G-Sensor Circuit Performance
P1396,chrysler,Wheel Speed Sensor 2, G-Sensor Circuit Performance
P1396,ford,Glow Plug Monitor Fault Bank 2
P1396,gm,Wheel Speed Sensor 2 G-Sensor Circuit Performance
P1396,gmc,Wheel Speed Sensor 2 G-Sensor Circuit Performance
P1396,jaguar,Variable Valve Timing Solenoid B Circuit
P1396,lincoln,Glow Plug Monitor Fault Bank 2
P1396,mercury,Glow Plug Monitor Fault Bank 2
P1396,oldsmobile,Wheel Speed Sensor 2 G-Sensor Circuit Performance
P1396,saturn,Wheel Speed Sensor 2 G-Sensor Circuit Performance
P1396,volkswagen,Engine Speed Sensor Missing Tooth
P1397,,System Voltage Out Of Self Test Range
P1397,bmw,Camshaft Position Sensor B Circuit Bank 1
P1397,buick,Wheel Speed Sensor 2, G-Sensor Circuit Low Voltage
P1397,cadillac,Wheel Speed Sensor 2, G-Sensor Circuit Low Voltage
P1397,chevy,Wheel Speed Sensor 2, G-Sensor Circuit Low Voltage
P1397,chrysler,Wheel Speed Sensor 2, G-Sensor Circuit Low Voltage
P1397,gm,Wheel Speed Sensor 2 G-Sensor Circuit Low Voltage
P1397,gmc,Wheel Speed Sensor 2 G-Sensor Circuit Low Voltage
P1397,jaguar,Variable Valve Timing Solenoid B Circuit Low Input
P1397,oldsmobile,Wheel Speed Sensor 2 G-Sensor Circuit Low Voltage
P1397,saturn,Wheel Speed Sensor 2 G-Sensor Circuit Low Voltage
P1397,volkswagen,Engine Speed Wheel Adaptation At Limit
P1398,,VVT Solenoid B Circuit High Input
P1398,buick,Wheel Speed Sensor 2, G-Sensor Circuit High Voltage
P1398,cadillac,Wheel Speed Sensor 2, G-Sensor Circuit High Voltage
P1398,chevy,Wheel Speed Sensor 2, G-Sensor Circuit High Voltage
P1398,chrysler,Wheel Speed Sensor 2, G-Sensor Circuit High Voltage
P1398,dodge,PCM Is Unable To Learn The Crankshaft Position Sensor's Signal
P1398,gm,Wheel Speed Sensor 2 G-Sensor Circuit High Voltage
P1398,gmc,Wheel Speed Sensor 2 G-Sensor Circuit High Voltage
P1398,jaguar,Variable Valve Timing Solenoid B Circuit High Input
P1398,jeep,PCM Is Unable To Learn The Crankshaft Position Sensor's Signal
P1398,oldsmobile,Wheel Speed Sensor 2 G-Sensor Circuit High Voltage
P1398,plymouth,PCM Is Unable To Learn The Crankshaft Position Sensor's Signal
P1398,pontiac,PCM Is Unable To Learn The Crankshaft Position Sensor's Signal
P1398,saturn,Wheel Speed Sensor 2 G-Sensor Circuit High Voltage
P1398,volkswagen,Engine RPM Signal Short To Ground
P1399,,Glow Plug Circuit High Side, High Input
P1399,buick,Wheel Speed Sensor 2, G-Sensor Circuit Intermittent
P1399,cadillac,Wheel Speed Sensor 2, G-Sensor Circuit Intermittent
P1399,chevy,Wheel Speed Sensor 2, G-Sensor Circuit Intermittent
P1399,chrysler,Wheel Speed Sensor 2, G-Sensor Circuit Intermittent
P1399,dodge,Wait To Start Lamp Circuit Open Or Shorted
P1399,ford,Glow Plug Circuit High Side High Input
P1399,gm,Wheel Speed Sensor 2 G-Sensor Circuit Intermittent
P1399,gmc,Wheel Speed Sensor 2 G-Sensor Circuit Intermittent
P1399,jeep,Wait To Start Lamp Circuit Open Or Shorted
P1399,lincoln,Glow Plug Circuit High Side High Input
P1399,mercury,Glow Plug Circuit High Side High Input
P1399,oldsmobile,Wheel Speed Sensor 2 G-Sensor Circuit Intermittent
P1399,plymouth,Wait To Start Lamp Circuit Open Or Shorted
P1399,pontiac,Wait To Start Lamp Circuit Open Or Shorted
P1399,saturn,Wheel Speed Sensor 2 G-Sensor Circuit Intermittent
P1399,volkswagen,Engine RPM Signal Short To B+
P1400,,DPFE Circuit Low Input
P1400,bmw,Heated Catalyst Battery Voltage or Current Too Low During Heating Bank 1
P1400,ford,Differential Pressure Feedback Electronic Sensor Circuit Low Voltage
P1400,jaguar,Exhaust Gas Recirculation Valve Postion Control
P1400,lexus,Sub-TP Sensor Malfunction
P1400,lincoln,Differential Pressure Feedback Electronic Sensor Circuit Low Voltage
P1400,mazda,DPFE Sensor Circuit Low Input
P1400,mercury,Differential Pressure Feedback Electronic Sensor Circuit Low Voltage
P1400,mitsubishi,Manifold Differential Pressure Sensor Circuit
P1400,nissan,EGRC Solenoid Valve
P1400,subaru,Fuel Tank Pressure Control Solenoid Low Input
P1400,toyota,Sub-Throttle Position Sensor
P1400,volkswagen,EGR Valve Circuit Electrical Malfunction
P1401,,DPFE Circuit High Input
P1401,bmw,Heated Catalyst Current Too High During Heating Bank 1
P1401,ford,Differential Pressure Feedback Electronic Sensor Circuit High Voltage
P1401,jaguar,Exhaust Gas Recirculation Valve Postion Circuit
P1401,kia,EGR Control Solenoid Circuit Signal Low
P1401,lexus,EGR Valve Position Sensor Circuit Malfunction
P1401,lincoln,Differential Pressure Feedback Electronic Sensor Circuit High Voltage
P1401,mazda,DPFE Sensor Circuit High Input
P1401,mercedes,EGR Lifting Sender B283
P1401,mercury,Differential Pressure Feedback Electronic Sensor Circuit High Voltage
P1401,nissan,EGR Temperature Sensor
P1401,subaru,Fuel Tank Pressure Control System Performance
P1401,toyota,Sub-Throttle Position Sensor Range Performance Problem
P1401,volkswagen,EGR Valve Power Stage Short To Ground
P1402,,EGR Metering Orifice Restricted
P1402,bmw,Heated Catalyst Power Switch Overtemperature Condition Bank 1
P1402,kia,EGR Control Solenoid Circuit Signal High
P1402,mazda,EGR Valve Position Sensor Circuit
P1402,nissan,EGR System
P1402,subaru,Fuel Level Pressure Sensor Circuit Fault
P1402,volkswagen,EGR Valve Circuit Short To B+
P1403,,DPFE Sensor Hoses Reversed
P1403,bmw,Carbon Canister Shut Off Valve Control Circuit Electrical
P1403,buick,Exhaust Gas Recirculation System Valve 1
P1403,cadillac,Exhaust Gas Recirculation System Valve 1
P1403,chevy,Exhaust Gas Recirculation System Valve 1
P1403,chrysler,Exhaust Gas Recirculation System Valve 1
P1403,dodge,Loss Of 5 Volts To EGR Sensor
P1403,ford,Differential Pressure Feedback Electronic Sensor Hoses Reversed
P1403,gm,Exhaust Gas Recirculation System Valve 1
P1403,gmc,Exhaust Gas Recirculation System Valve 1
P1403,jeep,Loss Of 5 Volts To EGR Sensor
P1403,lincoln,Differential Pressure Feedback Electronic Sensor Hoses Reversed
P1403,mercury,Differential Pressure Feedback Electronic Sensor Hoses Reversed
P1403,oldsmobile,Exhaust Gas Recirculation System Valve 1
P1403,plymouth,Loss Of 5 Volts To EGR Sensor
P1403,pontiac,Loss Of 5 Volts To EGR Sensor
P1403,saturn,Exhaust Gas Recirculation System Valve 1
P1403,volkswagen,EGR Flow Deviation
P1404,,IAT - B Circuit Malfunction/ Exhaust Gas Recirculation Closed Position Performance
P1404,bmw,Heated Catalyst Current Too High During Heating Bank 2
P1404,buick,Exhaust Gas Recirculation System Valve 2
P1404,cadillac,Exhaust Gas Recirculation System Valve 2
P1404,chevy,Exhaust Gas Recirculation System Valve 2
P1404,chrysler,Exhaust Gas Recirculation System Valve 2
P1404,ford,IAT - B Circuit Malfunction Exhaust Gas Recirculation Closed Position Performance
P1404,gm,Exhaust Gas Recirculation System Valve 2
P1404,gmc,Exhaust Gas Recirculation System Valve 2
P1404,lincoln,IAT B Circuit Malfunction Exhaust Gas Recirculation Closed Position Performance
P1404,mercedes,EGR Control
P1404,mercury,IAT B Circuit Malfunction Exhaust Gas Recirculation Closed Position Performance
P1404,oldsmobile,Exhaust Gas Recirculation System Valve 2
P1404,plymouth,Exhaust Gas Recirculation System Valve 2
P1404,pontiac,Exhaust Gas Recirculation System Valve 2
P1404,saturn,Exhaust Gas Recirculation System Valve 2
P1404,volkswagen,EGR Flow Adaptation Not Carried Out
P1405,,DPFE Sensor Upstream Hose Off Or Plugged
P1405,bmw,Heated Catalyst Power Switch Overtemperature Condition Bank 2
P1405,buick,Exhaust Gas Recirculation System Valve 3
P1405,cadillac,Exhaust Gas Recirculation System Valve 3
P1405,chevy,Exhaust Gas Recirculation System Valve 3
P1405,chrysler,Exhaust Gas Recirculation System Valve 3
P1405,ford,Differential Pressure Feedback Electronic Sensor Circuit Upstream Hose
P1405,gm,Exhaust Gas Recirculation System Valve 3
P1405,gmc,Exhaust Gas Recirculation System Valve 3
P1405,lincoln,Differential Pressure Feedback Electronic Sensor Circuit Upstream Hose
P1405,mercury,Differential Pressure Feedback Electronic Sensor Circuit Upstream Hose
P1405,oldsmobile,Exhaust Gas Recirculation System Valve 3
P1405,plymouth,Exhaust Gas Recirculation System Valve 3
P1405,pontiac,Exhaust Gas Recirculation System Valve 3
P1405,saturn,Exhaust Gas Recirculation System Valve 3
P1405,toyota,Turbo Pressure Sensor Circuit
P1406,,Exhaust Gas Recirculation (EGR) Position Sensor Performance
P1406,bmw,Heated Catalyst Internal Control Module Checksum ROM Error
P1406,buick,EGR Valve Pintle Position Circuit
P1406,cadillac,EGR Valve Pintle Position Circuit
P1406,chevy,EGR Valve Pintle Position Circuit
P1406,chrysler,EGR Valve Pintle Position Circuit
P1406,ford,Differential Pressure Feedback Electronic Sensor Circuit Downstream Hose
P1406,gm,EGR Valve Pintle Position Circuit
P1406,gmc,EGR Valve Pintle Position Circuit
P1406,lincoln,Differential Pressure Feedback Electronic Sensor Circuit Downstream Hose
P1406,mazda,DPFE Sensor Downstream Hose Off Or Plugged
P1406,mercury,Differential Pressure Feedback Electronic Sensor Circuit Downstream Hose
P1406,oldsmobile,EGR Valve Pintle Position Circuit
P1406,plymouth,EGR Valve Pintle Position Circuit
P1406,pontiac,EGR Valve Pintle Position Circuit
P1406,saturn,EGR Valve Pintle Position Circuit
P1406,toyota,Turbo Pressure Sensor Range Performance Problem
P1406,volkswagen,EGR Temperature Sensor Range Performance
P1407,,EGR No Flow Detected
P1407,buick,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,cadillac,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,chevy,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,chrysler,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,gm,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,gmc,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,mazda,No EGR Flow Detected
P1407,oldsmobile,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,plymouth,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,pontiac,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,saturn,EGR Air Intrusion In Exhaust Supply To EGR Valve
P1407,volkswagen,EGR Temperature Sensor Signal Too Low
P1408,,EGR Flow Out Of Self Test Range
P1408,buick,Intake Manifold Pressure Sensor Circuit
P1408,cadillac,Intake Manifold Pressure Sensor Circuit
P1408,chevy,Intake Manifold Pressure Sensor Circuit
P1408,chrysler,Intake Manifold Pressure Sensor Circuit
P1408,ford,EGR Flow Out of Self-Test Range
P1408,geo,MAP Sensor Circuit
P1408,gm,Intake Manifold Pressure Sensor Circuit
P1408,gmc,Intake Manifold Pressure Sensor Circuit
P1408,jaguar,Exhaust Gas Recirculation Thermister
P1408,lincoln,EGR Flow Out of Self-Test Range
P1408,mazda,EGR System Flow Out Of Key On Engine Running Self Test Range
P1408,mercury,EGR Flow Out of Self-Test Range
P1408,oldsmobile,Intake Manifold Pressure Sensor Circuit
P1408,plymouth,Intake Manifold Pressure Sensor Circuit
P1408,pontiac,Intake Manifold Pressure Sensor Circuit
P1408,saturn,Intake Manifold Pressure Sensor Circuit
P1408,suzuki,Maniforld Differential Pressure Sensor Circuit Fault
P1408,volkswagen,EGR Temperature Sensor Signal Too High
P1409,,EVR Control Circuit Malfunction
P1409,buick,EGR Vacuum System Leak
P1409,cadillac,EGR Vacuum System Leak
P1409,chevy,EGR Vacuum System Leak
P1409,chrysler,EGR Vacuum System Leak
P1409,ford,EGR Vacuum Regulator Circuit Malfunction
P1409,gm,EGR Vacuum System Leak
P1409,gmc,EGR Vacuum System Leak
P1409,jaguar,Exhaust Gas Recirculation Valve Circuit
P1409,lincoln,EGR Vacuum Regulator Circuit Malfunction
P1409,mazda,EGR Vacuum Regulator Solenoid Circuit
P1409,mercury,EGR Vacuum Regulator Circuit Malfunction
P1409,oldsmobile,EGR Vacuum System Leak
P1409,plymouth,EGR Vacuum System Leak
P1409,pontiac,EGR Vacuum System Leak
P1409,saturn,EGR Vacuum System Leak
P1409,volkswagen,Tank Ventilation Valve Electrical Malfunction
P1410,buick,Fuel Tank Pressure System
P1410,cadillac,Fuel Tank Pressure System
P1410,chevy,Fuel Tank Pressure System
P1410,chrysler,Fuel Tank Pressure System
P1410,ford,EGR Barometric Pressure Sensor VREF Voltage
P1410,geo,Fuel Tank Pressure System Fault
P1410,gm,Fuel Tank Pressure System
P1410,gmc,Fuel Tank Pressure System
P1410,kia,EVAP Purge Control Solenoid Circuit High Voltage
P1410,lexus,EGR Valve Position Sensor Circuit Malfunction
P1410,lincoln,EGR Barometric Pressure Sensor VREF Voltage
P1410,mazda,EGR Boost Solenoid Valve Stuck
P1410,mercury,EGR Barometric Pressure Sensor VREF Voltage
P1410,oldsmobile,Fuel Tank Pressure System
P1410,plymouth,Fuel Tank Pressure System
P1410,pontiac,Fuel Tank Pressure System
P1410,saturn,Fuel Tank Pressure System
P1410,suzuki,Fuel Tank Pressure Control Solenoid Circuit Fault
P1410,toyota,EGR Valve Position Sensor Circuit Malfunction
P1410,volkswagen,Tank Ventilation Valve Circuit Short To B+
P1411,,SAI System Incorrect Downstream Flow Detected
P1411,ford,Secondary Air is Not Being Diverted
P1411,lexus,EGR Valve Position Sensor Circuit Range Performance Malfunction
P1411,lincoln,Secondary Air is Not being Diverted
P1411,mercury,Secondary Air is Not being diverted
P1411,toyota,EGR Valve Position Sensor Circuit Range Performance
P1411,volkswagen,Secondary Air Injection System Bank 2 Flow Too Lean
